image,name1,name2,corr
CFD-WF-241-210-N.jpg,Ida,Rachel,1
CFD-WF-018-017-N.jpg,Judith,Bessie,0
CFD-WM-200-034-N.jpg,Tyler,Benjamin,1
CFD-WM-210-057-N.jpg,Mark,Austin,0
CFD-WF-005-010-N.jpg,Deborah,Michelle,0
CFD-WM-037-025-N.jpg,Ethan,Anthony,1
