blockFile,isKnown,isNovel
facename/blocks/r1-2b0.csv,1,0
facename/blocks/r1-2b1.csv,0,1
facename/blocks/r1-2b2.csv,0,1
facename/blocks/r1-2b3.csv,1,0
facename/blocks/r1-2b4.csv,0,1
facename/blocks/r1-2b5.csv,1,0
facename/blocks/r1-2b6.csv,0,1
facename/blocks/r1-2b7.csv,1,0
