blockFile,isKnown,isNovel
facename/blocks/r1-4b0.csv,1,0
facename/blocks/r1-4b1.csv,0,1
facename/blocks/r1-4b2.csv,1,0
facename/blocks/r1-4b3.csv,1,0
facename/blocks/r1-4b4.csv,0,1
facename/blocks/r1-4b5.csv,1,0
facename/blocks/r1-4b6.csv,0,1
facename/blocks/r1-4b7.csv,0,1
