blockFile,isKnown,isNovel
facename/blocks/r1-3b0.csv,0,1
facename/blocks/r1-3b1.csv,1,0
facename/blocks/r1-3b2.csv,1,0
facename/blocks/r1-3b3.csv,1,0
facename/blocks/r1-3b4.csv,0,1
facename/blocks/r1-3b5.csv,0,1
facename/blocks/r1-3b6.csv,0,1
facename/blocks/r1-3b7.csv,1,0
