blockFile,isKnown,isNovel
facename/blocks/r1-0b0.csv,0,1
facename/blocks/r1-0b1.csv,1,0
facename/blocks/r1-0b2.csv,0,1
facename/blocks/r1-0b3.csv,0,1
facename/blocks/r1-0b4.csv,1,0
facename/blocks/r1-0b5.csv,0,1
facename/blocks/r1-0b6.csv,1,0
facename/blocks/r1-0b7.csv,1,0
