blockFile,isKnown,isNovel
facename/blocks/r2b0.csv,0,1
facename/blocks/r2b1.csv,1,0
facename/blocks/r2b2.csv,0,1
facename/blocks/r2b3.csv,1,0
facename/blocks/r2b4.csv,0,1
facename/blocks/r2b5.csv,1,0
