blockFile,isKnown,isNovel
facename/blocks/r1-1b0.csv,1,0
facename/blocks/r1-1b1.csv,0,1
facename/blocks/r1-1b2.csv,0,1
facename/blocks/r1-1b3.csv,1,0
facename/blocks/r1-1b4.csv,0,1
facename/blocks/r1-1b5.csv,0,1
facename/blocks/r1-1b6.csv,1,0
facename/blocks/r1-1b7.csv,1,0
