image,name1,name2,corr
CFD-WF-022-017-N.jpg,LYNETTE,KATHRYN,0
CFD-WM-236-072-N.jpg,SIMON,STEPHEN,1
CFD-WF-244-163-N.jpg,TAYLA,LYNETTE,0
CFD-WM-241-072-N.jpg,SIMON,JOSHUA,1
CFD-WF-021-002-N.jpg,KATHRYN,TAYLA,0
CFD-WM-228-065-N.jpg,SIMON,JOSHUA,0
