blockFile,isKnown,isNovel
encodefn/blocks/s2r1-0b0.csv,0,1
encodefn/blocks/s2r1-0b1.csv,1,0
encodefn/blocks/s2r1-0b2.csv,0,1
encodefn/blocks/s2r1-0b3.csv,1,0
