Stimulus,TargetType,BlockType,CorrectResponse
CFD-WM-018-002-N.jpg,nonlure,0-Back,2
CFD-WF-242-001-N.jpg,nonlure,0-Back,2
CFD-WF-242-001-N.jpg,lure,0-Back,2
CFD-WM-218-074-N.jpg,nonlure,0-Back,2
CFD-WM-249-239-N.jpg,nonlure,0-Back,2
CFD-WF-215-145-N.jpg,nonlure,0-Back,2
CFD-WM-018-002-N.jpg,lure,0-Back,2
CFD-WF-228-196-N.jpg,target,0-Back,1
CFD-WM-218-074-N.jpg,lure,0-Back,2
CFD-WF-228-196-N.jpg,target,0-Back,1
